title:Nothing, start timestamp:1583521669.067155, stop timestamp:1583521730.018802, headset type:INSIGHT, headset serial:A1D2068CFA, headset firmware:930, subject name:Corey, channels:31, sampling rate:eeg_128;mot_64, samples:7819      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ
1583521669.067155,62.000000,0.000000,4298.461426,4278.974121,4101.538574,4150.256348,4132.820313,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,31.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.406256,-0.031250,-76.563667,-76.563667,38.281834
1583521669.075051,63.000000,0.000000,4311.282227,4278.974121,4100.512695,4170.769043,4127.179688,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.082748,64.000000,0.000000,4306.666504,4278.974121,4100.512695,4173.846191,4129.230957,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,32.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.406256,0.000000,-76.563667,-76.563667,38.281834
1583521669.090644,65.000000,0.000000,4305.641113,4272.820313,4103.077148,4169.743652,4138.461426,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.098342,66.000000,0.000000,4311.794922,4270.769043,4099.487305,4182.563965,4132.820313,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,33.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.406256,-0.031250,-76.563667,-76.563667,38.281834
1583521669.106239,67.000000,0.000000,4315.897461,4281.025879,4091.281982,4196.410156,4123.589844,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.114137,68.000000,0.000000,4308.205078,4270.769043,4082.051270,4197.948730,4113.333496,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,34.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.406256,0.000000,-76.563667,-76.563667,38.281834
1583521669.122034,69.000000,0.000000,4295.384766,4252.307617,4066.666748,4183.589844,4109.230957,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.129731,70.000000,0.000000,4285.128418,4252.307617,4060.000000,4186.666504,4102.563965,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,35.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.137426,71.000000,0.000000,4297.948730,4272.820313,4071.794922,4218.461426,4108.717773,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.145123,72.000000,0.000000,4297.948730,4266.666504,4076.410156,4231.794922,4102.051270,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,36.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.437507,0.000000,-76.563667,-76.563667,38.281834
1583521669.152819,73.000000,0.000000,4294.358887,4256.410156,4066.666748,4221.538574,4083.589844,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.160517,74.000000,0.000000,4294.358887,4250.256348,4053.846191,4218.974121,4078.974365,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,37.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.437507,0.000000,-76.563667,-76.563667,38.281834
1583521669.168414,75.000000,0.000000,4295.384766,4248.205078,4057.435791,4225.641113,4092.820557,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.176112,76.000000,0.000000,4303.077148,4254.358887,4066.153809,4230.769043,4095.384521,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,38.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.875013,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.184010,77.000000,0.000000,4325.128418,4260.512695,4065.128174,4251.282227,4099.487305,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.191907,78.000000,0.000000,4321.538574,4256.410156,4051.281982,4253.333496,4100.512695,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,39.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.199804,79.000000,0.000000,4303.077148,4248.205078,4048.205078,4248.205078,4089.230713,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.207501,80.000000,0.000000,4302.051270,4244.102539,4052.307617,4260.000000,4087.179443,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,40.000000,0.000000,0.703299,0.171875,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.215398,81.000000,0.000000,4304.102539,4244.102539,4060.512939,4269.230957,4090.769287,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.223095,82.000000,0.000000,4309.743652,4252.307617,4064.615479,4266.666504,4093.333252,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,41.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.230992,83.000000,0.000000,4309.230957,4248.205078,4058.461426,4276.410156,4102.051270,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.238689,84.000000,0.000000,4300.000000,4242.051270,4050.769287,4281.538574,4111.282227,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,42.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.246585,85.000000,0.000000,4299.487305,4246.153809,4059.487061,4288.205078,4100.512695,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.254283,86.000000,0.000000,4312.820313,4256.410156,4075.897461,4308.205078,4097.948730,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,43.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.262179,87.000000,0.000000,4305.641113,4246.153809,4066.153809,4310.769043,4103.077148,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.269877,88.000000,0.000000,4296.922852,4246.153809,4046.666748,4302.563965,4108.205078,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,44.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.277774,89.000000,0.000000,4290.769043,4250.256348,4049.743652,4306.666504,4096.922852,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.285671,90.000000,0.000000,4297.436035,4260.512695,4071.281982,4305.128418,4097.436035,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,45.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.293567,91.000000,0.000000,4309.230957,4264.615234,4072.820557,4292.307617,4107.179688,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.301265,92.000000,0.000000,4306.153809,4260.512695,4060.512939,4301.538574,4105.128418,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,46.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.309162,93.000000,0.000000,4289.230957,4250.256348,4056.410156,4306.153809,4093.846191,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.317060,94.000000,0.000000,4292.307617,4254.358887,4073.333252,4301.025879,4097.436035,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,47.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.324957,95.000000,0.000000,4286.666504,4262.563965,4084.615479,4300.000000,4094.871826,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.332654,96.000000,0.000000,4271.794922,4260.512695,4080.000000,4305.128418,4085.128174,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,48.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.340349,97.000000,0.000000,4304.615234,4264.615234,4072.820557,4303.589844,4108.205078,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.348046,98.000000,0.000000,4340.512695,4266.666504,4066.666748,4302.051270,4131.794922,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,49.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.355742,99.000000,0.000000,4336.922852,4258.461426,4051.794922,4290.256348,4128.717773,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.363439,100.000000,0.000000,4336.922852,4250.256348,4039.487061,4275.897461,4122.563965,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,50.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.371135,101.000000,0.000000,4356.410156,4254.358887,4041.025635,4269.743652,4140.512695,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.378833,102.000000,0.000000,4340.000000,4254.358887,4048.205078,4268.717773,4143.077148,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,51.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.386729,103.000000,0.000000,4325.128418,4256.410156,4054.871826,4272.820313,4131.282227,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.394427,104.000000,0.000000,4324.615234,4252.307617,4052.820557,4274.871582,4108.205078,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,52.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.402323,105.000000,0.000000,4311.282227,4254.358887,4048.205078,4264.615234,4095.384521,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.410021,106.000000,0.000000,4286.153809,4250.256348,4044.102539,4253.846191,4093.333252,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,53.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.417917,107.000000,0.000000,4296.922852,4252.307617,4051.281982,4258.461426,4104.102539,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.425615,108.000000,0.000000,4323.589844,4258.461426,4057.435791,4249.743652,4110.769043,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,54.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.433512,109.000000,0.000000,4321.538574,4254.358887,4062.564209,4244.102539,4105.641113,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.441409,110.000000,0.000000,4302.051270,4242.051270,4058.461426,4246.153809,4095.384521,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,55.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.449305,111.000000,0.000000,4309.743652,4246.153809,4053.333252,4247.692383,4103.077148,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.457002,112.000000,0.000000,4328.717773,4258.461426,4047.179443,4247.692383,4123.589844,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,56.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.062501,-76.563667,-76.563667,38.281834
1583521669.464899,113.000000,0.000000,4318.974121,4254.358887,4041.025635,4246.666504,4120.512695,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.472597,114.000000,0.000000,4309.743652,4248.205078,4038.461426,4235.384766,4112.307617,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,57.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.031250,-76.563667,-76.563667,38.281834
1583521669.480494,115.000000,0.000000,4311.282227,4244.102539,4042.564209,4231.794922,4110.256348,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.488392,116.000000,0.000000,4311.794922,4242.051270,4043.076904,4227.179688,4104.102539,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,58.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.062501,-76.563667,-76.563667,38.281834
1583521669.496289,117.000000,0.000000,4300.512695,4233.846191,4037.435791,4213.846191,4088.205078,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.504187,118.000000,0.000000,4297.948730,4240.000000,4042.051270,4216.410156,4092.307617,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,59.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.512084,119.000000,0.000000,4289.743652,4248.205078,4045.128174,4211.794922,4086.666748,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.519782,120.000000,0.000000,4284.102539,4248.205078,4041.538574,4197.436035,4071.794922,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,60.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.437507,-0.062501,-76.563667,-76.563667,38.281834
1583521669.527679,121.000000,0.000000,4289.230957,4250.256348,4047.179443,4198.461426,4074.871826,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.535375,122.000000,0.000000,4305.641113,4260.512695,4062.051270,4203.589844,4090.769287,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,61.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.875013,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.543071,123.000000,0.000000,4307.179688,4254.358887,4055.897461,4185.128418,4093.333252,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.550768,124.000000,0.000000,4303.077148,4252.307617,4050.769287,4175.384766,4096.410156,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,62.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.875013,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.558464,125.000000,0.000000,4302.563965,4258.461426,4063.589844,4182.563965,4093.846191,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.566160,126.000000,0.000000,4300.000000,4252.307617,4074.871826,4188.205078,4077.948730,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,63.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.573856,127.000000,0.000000,4293.333496,4242.051270,4065.128174,4183.077148,4075.384521,243.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.581554,0.000000,0.000000,4284.615234,4242.051270,4062.564209,4183.077148,4089.230713,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,0.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.468757,-0.062501,-76.563667,-76.563667,38.281834
1583521669.589450,1.000000,0.000000,4279.487305,4248.205078,4066.666748,4170.769043,4089.230713,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.597148,2.000000,0.000000,4269.230957,4242.051270,4062.051270,4150.256348,4072.307617,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.605044,3.000000,0.000000,4264.615234,4246.153809,4060.000000,4145.128418,4067.692383,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
1583521669.612742,4.000000,0.000000,4266.666504,4246.153809,4066.153809,4154.871582,4079.487061,1023.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,0.000000,0.699295,0.187500,0.671875,0.156250,0.906264,-0.468757,-0.031250,-76.563667,-76.563667,38.281834
1583521669.620638,5.000000,0.000000,4275.384766,4246.153809,4070.256348,4155.897461,4109.230957,450.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,,,,,,,,,,
